+-------+--------+-----------------------------------------------------------------------------------------------------+--------+--------+---------+--------+--------+
| COUNT | METHOD |                                                 URI                                                 |  MIN   |  MAX   |   SUM   |  AVG   |  P99   |
| 17    | GET    | /api/livestream/\d+/ngwords                                                                         | 0.008  | 0.092  | 0.936   | 0.055  | 0.092  |
| 2     | GET    | /api/livestream/7523/report                                                                         | 0.392  | 0.424  | 0.816   | 0.408  | 0.424  |
| 60    | GET    | /api/tag                                                                                            | 0.004  | 0.048  | 0.564   | 0.009  | 0.048  |
| 24    | POST   | /api/livestream/\d+/enter                                                                           | 0.008  | 0.048  | 0.476   | 0.020  | 0.048  |
| 1     | GET    | /api/livestream/search?tag=%E6%A4%85%E5%AD%90                                                       | 0.432  | 0.432  | 0.432   | 0.432  | 0.432  |
| 1     | GET    | /api/livestream/search?tag=%E3%83%A9%E3%82%A4%E3%83%96%E9%85%8D%E4%BF%A1                            | 0.424  | 0.424  | 0.424   | 0.424  | 0.424  |
| 1     | GET    | /api/livestream/search?tag=%E6%89%8B%E6%96%99%E7%90%86                                              | 0.416  | 0.416  | 0.416   | 0.416  | 0.416  |
| 1     | GET    | /api/livestream/search?tag=%E3%82%A2%E3%83%8B%E3%83%A1%E3%83%88%E3%83%BC%E3%82%AF                   | 0.400  | 0.400  | 0.400   | 0.400  | 0.400  |
| 1     | GET    | /api/livestream/7527/report                                                                         | 0.400  | 0.400  | 0.400   | 0.400  | 0.400  |
| 1     | GET    | /api/livestream/search?tag=%E3%83%97%E3%83%AD%E3%82%B2%E3%83%BC%E3%83%9E%E3%83%BC                   | 0.372  | 0.372  | 0.372   | 0.372  | 0.372  |
| 1     | GET    | /api/livestream/search?tag=%E8%B6%A3%E5%91%B3%E3%81%AE%E8%A9%B1                                     | 0.368  | 0.368  | 0.368   | 0.368  | 0.368  |
| 14    | DELETE | /api/livestream/\d+/exit                                                                            | 0.004  | 0.132  | 0.364   | 0.026  | 0.132  |
| 1     | GET    | /api/livestream/search?tag=%E6%96%87%E5%8C%96                                                       | 0.360  | 0.360  | 0.360   | 0.360  | 0.360  |
| 1     | GET    | /api/livestream/search?tag=%E7%94%9F%E8%AA%95%E7%A5%AD                                              | 0.356  | 0.356  | 0.356   | 0.356  | 0.356  |
| 2     | GET    | /api/livestream/7535/report                                                                         | 0.112  | 0.188  | 0.300   | 0.150  | 0.188  |
| 1     | POST   | /api/livestream/7505/moderate                                                                       | 0.208  | 0.208  | 0.208   | 0.208  | 0.208  |
| 1     | GET    | /api/livestream/7537/report                                                                         | 0.080  | 0.080  | 0.080   | 0.080  | 0.080  |
| 1     | GET    | /api/livestream/7529/report                                                                         | 0.076  | 0.076  | 0.076   | 0.076  | 0.076  |
| 5     | GET    | /api/user/.+/theme                                                                                  | 0.004  | 0.012  | 0.040   | 0.008  | 0.012  |
| 2     | GET    | /api/livestream/7525/report                                                                         | 0.004  | 0.024  | 0.028   | 0.014  | 0.024  |
| 3     | GET    | /api/livestream/7522/report                                                                         | 0.004  | 0.012  | 0.024   | 0.008  | 0.012  |
| 2     | GET    | /api/livestream/7524/report                                                                         | 0.008  | 0.012  | 0.020   | 0.010  | 0.012  |
| 1     | GET    | /api/livestream/7536/report                                                                         | 0.012  | 0.012  | 0.012   | 0.012  | 0.012  |
| 1     | GET    | /api/payment                                                                                        | 0.012  | 0.012  | 0.012   | 0.012  | 0.012  |
| 1     | GET    | /api/livestream/7526/report                                                                         | 0.008  | 0.008  | 0.008   | 0.008  | 0.008  |
| 1     | GET    | /api/livestream/7531/report                                                                         | 0.008  | 0.008  | 0.008   | 0.008  | 0.008  |
| 1     | GET    | /api/livestream/7543/report                                                                         | 0.008  | 0.008  | 0.008   | 0.008  | 0.008  |
| 1     | GET    | /api/livestream/7497                                                                                | 0.008  | 0.008  | 0.008   | 0.008  | 0.008  |
| 1     | GET    | /api/livestream/7541/report                                                                         | 0.004  | 0.004  | 0.004   | 0.004  | 0.004  |
| 3     | GET    | /api/user/me                                                                                        | 0.000  | 0.004  | 0.004   | 0.001  | 0.004  |
| 1     | GET    | /api/user/test                                                                                      | 0.004  | 0.004  | 0.004   | 0.004  | 0.004  |
| 1     | GET    | /api/livestream/7500/report                                                                         | 0.000  | 0.000  | 0.000   | 0.000  | 0.000  |
+-------+--------+-----------------------------------------------------------------------------------------------------+--------+--------+---------+--------+--------+
